latitude,longitude,hour,day_of_week,impact_distance,event_cause,event_type,requires_road_closure,priority
12.9431035,77.6220445,21,3,78.69374638795443,7,1,0,Low
12.8482637,77.6713737,2,2,78.72687071483148,14,1,0,Low
12.96672,77.6093294,5,2,78.68509285421288,14,1,0,High
13.0253205,77.6400845,21,3,78.7251020659539,14,1,0,High
12.8561783,77.6645205,2,2,78.7214015689273,14,1,0,Low
12.9641056,77.5825203,3,2,78.65821946947352,16,1,0,High
12.974757,77.5657216,1,2,78.64340713968181,14,1,0,High
12.9640011,77.5836093,1,2,78.65927635400575,14,1,0,High
12.9480512,77.5343585,4,2,78.60807069178293,14,1,0,High
12.9245654,77.6739287,3,2,78.74187952082146,14,1,0,High
13.0078566,77.5920655,21,3,78.67485596988693,13,1,0,Low
13.0035862,77.5721203,21,3,0.00013759832847595998,13,1,1,Low
12.9854129,77.5941024,21,3,78.67315727390869,6,1,0,High
12.9272622,77.5806774,21,3,8.19999999990273e-06,13,1,1,Low
13.0022504,77.5722138,21,3,3.606466414435154e-05,13,1,1,Low
12.9586724,77.5629452,21,3,4.964121271895261e-05,13,1,1,High
13.0369808,77.5895122,3,2,78.67715851385024,14,1,0,High
12.9169077,77.5737827,3,2,78.6418353480966,14,1,0,Low
12.9047066,77.6016042,22,3,78.66727672193528,7,1,0,High
12.9047995,77.6017019,22,3,78.66738833793622,7,1,0,High
12.9774707,77.5457303,22,3,78.62413772837002,16,1,0,High
12.904781,77.6015741,22,3,78.66725923442199,7,1,0,High
12.9238693,77.5536044,5,2,78.6230751949781,14,1,0,High
12.9585656,77.5932824,7,2,78.66792164545632,6,1,0,Low
12.9601533,77.5633429,22,3,78.63865293468906,13,1,0,High
12.9578001,77.5631189,22,3,78.63804420843068,13,1,0,Low
12.95836,77.5776317,22,3,78.65245090949452,14,1,0,Low
12.9187567,77.621505,2,5,78.68921344846967,7,1,0,High
13.0331905,77.5901915,22,3,78.67720045614207,4,1,0,High
12.9360494,77.6154975,20,3,0.0001789789093716062,14,1,1,Low
12.9784088,77.6285392,22,3,78.70596669443718,16,1,0,High
12.9873237,77.6037885,22,3,78.68302591055655,7,1,0,Low
13.0190323,77.654465,22,3,78.73824443346872,14,1,0,High
13.0446713,77.5828869,5,2,78.67189961519448,3,1,0,High
12.9119892,77.6254956,6,2,78.69203919232577,14,1,0,High
12.9893579,77.5064443,5,2,78.58735475051502,14,1,0,High
13.0152581,77.5639687,19,3,78.64837051016502,14,1,0,High
12.9392829,77.5596125,23,3,0.0001290045735553212,13,1,1,Low
12.9614398,77.5600867,8,2,78.63565330434116,14,1,0,High
12.9194445,77.6215536,8,2,78.68937431106092,14,1,0,High
13.0501731,77.4947759,11,2,78.58592310160378,4,1,0,Low
12.8400906,77.6764868,16,2,78.73058191202948,2,1,0,Low
13.042636,77.5147881,19,2,78.6044065432492,2,1,0,High
12.9110914,77.6001308,19,2,78.66687092618,14,1,0,High
12.9516567,77.500185,9,5,78.57495839202767,6,1,0,Low
12.9698017,77.7319617,20,2,78.8065582668574,7,1,0,Low
13.114305,77.60655,20,2,78.70680782839261,14,1,0,High
12.9900159,77.5025425,20,2,78.5836153854387,14,1,0,High
13.0424443,77.5147257,19,2,78.60431320013453,2,1,0,High
12.9216832,77.6199372,19,2,2.890622770306001e-05,14,1,1,High
13.0467369,77.575502,7,3,78.66495950732973,6,1,0,High
13.0427379,77.5892891,20,2,78.67789266986931,14,1,0,High
13.0308555,77.5359082,20,2,78.62328062006003,14,1,0,High
13.0161873,77.7093516,0,6,3.060522830987458e-05,7,1,1,Low
12.9693576,77.7006406,21,2,78.7755913097899,4,0,0,High
12.9625526,77.5916298,21,3,78.6669484912693,14,1,0,Low
12.9893817,77.5927844,23,3,78.67251253070019,6,1,0,Low
12.938565,77.6979933,23,3,78.7679162293003,16,1,0,High
12.9690624,77.5872736,23,3,3.1048349412078474e-06,14,1,1,High
12.961311,77.55932,23,3,0.0,13,1,1,High
12.9146696,77.5640607,21,2,78.6318777796286,11,1,0,High
12.9173038,77.5882958,21,2,78.6562164269919,14,1,0,Low
12.9144686,77.5650362,21,2,78.63280702052863,11,1,0,High
12.9144815,77.5650493,21,2,78.63282206130765,11,1,0,High
12.9113626,77.5999548,19,2,78.66674182366219,14,1,0,High
12.9353705,77.5182037,21,2,78.59004844665108,14,1,0,High
12.9216444,77.5940415,23,3,1.775528090470791e-05,13,1,1,Low
12.9246541,77.6497438,22,2,78.71803729648171,14,1,0,High
12.9145147,77.5649877,22,2,78.63276675049447,11,1,0,High
12.9145447,77.5650079,22,2,78.63279160334676,11,1,0,High
12.9635928,77.6263774,20,2,78.70139265941513,14,1,0,Low
13.0310785,77.5357035,20,2,78.62311571104948,14,1,0,High
12.8700974,77.6533824,0,4,78.71268770183188,14,1,0,High
12.9762232,77.6016656,22,2,78.679100607661,4,0,0,High
12.9211317,77.6627683,6,3,78.73030689911116,16,1,0,High
12.9832059,77.5766759,22,3,78.65560551629765,14,1,0,Low
12.9793286,77.5105419,0,4,78.58973900286496,6,1,0,Low
12.94819783,77.53467664,23,2,78.60840863873393,6,1,0,High
13.022765,77.6014354,0,4,0.00013774469136956476,13,1,1,Low
12.9943131,77.617972,23,2,78.69816865933802,7,1,0,Low
13.0071299,77.5267687,21,3,78.61033833598972,14,1,0,Low
13.1511992,77.620242,0,3,78.72646320352925,4,0,0,High
13.0264,77.544019,22,3,78.63054101068084,14,1,0,High
13.1212507,77.6179465,21,0,78.71920247823343,7,1,0,Low
12.9895389,77.5057545,0,4,78.58670435543713,7,1,0,High
12.9245044,77.6502426,22,2,78.71850474840382,14,1,0,High
12.9664142,77.5125512,0,3,78.58958894623755,14,1,0,Low
12.9758786,77.5643384,1,4,78.64222794956697,14,1,0,High
12.9641027,77.5700324,1,3,78.64590189802135,14,1,0,High
12.9124656,77.5805324,5,3,78.64776395638107,13,1,0,Low
12.9228317,77.6575101,23,2,78.72539904045026,14,1,0,High
13.0378641,77.5222897,1,3,78.61101259124446,14,1,0,High
12.9583476,77.5547336,2,4,78.62986376873226,14,1,0,High
12.8895087,77.6408236,0,3,78.7034746616291,14,1,0,High
12.8895337,77.640687,0,3,78.70334400033714,14,1,0,High
12.9847423,77.574706,0,4,78.6539162634884,14,1,0,Low
13.0229252,77.5099725,1,4,78.59638934273987,14,1,0,Low
12.8894616,77.6407007,0,3,78.70334570731319,14,1,0,High
13.0436683,77.6067467,2,3,78.69526298372975,14,1,0,High
13.0145688,77.5835164,3,3,78.66753471438521,14,1,0,High
13.0186759,77.5588615,4,4,78.6438994415042,14,1,0,High
12.9494883,77.5368741,4,4,0.00012566005730078742,14,1,1,High
13.0229482,77.601028,4,4,78.68619145998024,14,1,0,Low
12.9928917,77.5854867,2,3,78.66589465075579,14,1,0,High
12.9625233,77.6415686,4,4,78.71620027015753,14,1,0,High
13.0976738,77.5990251,3,3,78.69661844985232,14,1,0,High
13.1151883,77.6067482,4,3,78.70715043960529,14,1,0,High
13.07835,77.502205,4,4,78.59793266100912,4,0,0,Low
12.984191,77.5972223,4,4,78.6760327202643,11,1,0,High
12.97447,77.5492,1,4,78.62706463057678,14,1,0,High
12.9842204,77.597142,4,4,78.67595837334262,11,1,0,High
13.0488954,77.4970171,5,4,78.58792102198551,14,1,0,Low
12.9891874,77.5070709,4,4,78.5879445513747,14,1,0,High
12.9160564,77.6160829,2,3,78.68342161896402,14,1,0,Low
13.16120295,77.62691818,4,3,78.73471717873574,4,1,0,High
12.9532283,77.538385,1,3,78.61289507326484,14,1,0,High
12.9844178,77.5970285,5,4,78.6758790077033,11,1,0,High
12.8569988,77.5889807,5,3,78.64701103162264,6,1,0,High
12.9446407,77.5969852,3,3,78.66928139357265,14,1,0,Low
13.0407502,77.5174141,2,3,78.6066832688524,14,1,0,High
13.0414238,77.545608,5,4,78.6345983319103,14,1,0,High
12.95983785,77.64811735,5,3,78.7222174808209,14,1,0,High
13.0446065,77.5828293,6,3,78.67183206798212,3,1,0,High
12.9197329,77.5835635,5,4,78.65194736029028,14,1,0,Low
12.9875849,77.5182251,21,5,78.59868054992384,6,1,0,High
12.9886918,77.519831,6,3,78.6004472820858,14,1,0,High
12.9595376,77.5557817,3,3,78.63109365832238,14,1,0,High
12.993901,77.6190564,5,4,78.69917013300828,14,1,0,Low
12.9988047,77.5839954,3,3,78.6654006908753,14,1,0,High
12.8885722,77.640446,6,3,78.70294879122083,14,1,0,High
12.9858066,77.6051199,2,6,78.68408865676707,7,1,0,Low
13.0450698,77.6440587,5,4,78.73229132634155,4,1,0,Low
12.9541849,77.5435568,7,3,78.61815380443765,14,1,0,High
12.9679023,77.5680413,6,4,78.6445644732098,6,1,0,Low
12.9895932,77.5723117,7,3,78.65235580695243,14,1,0,Low
13.0522674,77.4879449,6,3,78.5795347982319,4,1,0,Low
13.0446065,77.5828293,6,3,78.67183206798212,3,1,0,High
12.8733932,77.6251719,1,5,78.68539613540975,7,1,0,Low
12.8732959,77.6248843,1,5,78.68509649175849,7,1,0,Low
12.9013118,77.6322397,8,3,78.69694077280943,14,1,0,High
12.972653,77.6185064,8,3,78.69512222257012,14,1,0,High
13.0379483,77.6257684,6,4,78.71307398116218,6,1,0,High
12.8980705,77.5460958,22,4,78.61143171604081,7,1,0,Low
12.9415222,77.5603107,4,4,78.63259370473308,14,1,0,Low
12.965034,77.5747048,11,3,0.00031242803970621673,4,0,1,High
12.9904041,77.5993848,3,4,78.67919115000971,14,1,0,Low
12.9915317,77.7140583,13,3,78.79247904062865,14,1,0,Low
12.9450066,77.5274017,15,3,78.60070744100976,14,1,0,High
13.114945,77.60684,18,3,78.70720041481991,14,1,0,High
13.0176948,77.553788,20,3,78.63873352906245,14,1,0,High
12.9694199,77.7006686,20,3,78.77562918459961,4,0,0,High
12.8985649,77.5435672,22,4,78.60901850666008,7,1,0,Low
12.8893347,77.5379823,19,5,78.60199519200347,7,1,0,Low
12.9514566,77.6214627,23,0,78.6945468234564,7,1,0,Low
12.9514586,77.6214633,23,0,78.69454774443247,7,1,0,Low
12.9513718,77.621369,23,0,78.69444044490054,7,1,0,Low
12.9643399,77.5855341,20,3,78.66123067067407,15,0,0,High
12.9800987,77.6655755,23,5,78.74277477970878,7,1,0,Low
12.9441328,77.5010682,7,4,0.00012137231974455084,13,1,1,Low
12.8785528,77.6720521,7,4,78.73248884448847,13,1,0,Low
12.9643404,77.5855854,21,3,78.66128135155036,14,1,0,High
12.8785573,77.6719048,7,4,78.73234426453746,13,1,0,Low
13.044562,77.583011,5,4,78.67200387430057,3,1,0,High
13.0317076,77.5355328,22,3,78.62305164232544,14,1,0,High
13.0451384,77.5070153,21,3,78.5971567971106,14,1,0,High
12.9474732,77.5340694,7,4,78.6076903361798,14,1,0,High
12.850847,77.6685139,20,3,78.72447090995215,14,1,0,Low
13.0623222,77.459163,21,3,78.55282422623125,14,1,0,Low
12.860655,77.4311029,22,3,2.6181291031846472e-05,4,0,1,Low
13.0355513,77.5265219,7,4,78.61480264941274,14,1,0,High
12.92335,77.58296,8,4,0.00011428814461974043,13,1,1,Low
12.9390583,77.6946217,23,3,78.76467146377816,14,1,0,High
12.8509801,77.6601903,8,4,78.71628069823173,13,1,0,Low
13.0817559,77.5482378,0,4,0.00016452774842498407,7,1,1,Low
12.9891497,77.5077437,0,4,78.58860186689861,3,1,0,High
13.0145576,77.5696436,1,4,0.00017125653272123944,6,1,1,Low
12.9232313,77.5904837,8,4,0.0001563005118340158,13,1,1,Low
13.0357481,77.6283566,22,3,78.71526203312429,14,1,0,High
12.8196613,77.6877212,22,3,78.73833717507405,14,1,0,Low
12.9697862,77.7499252,4,4,78.82427432383572,11,1,0,Low
12.9228111,77.7365506,3,4,78.80336506718888,6,1,0,Low
12.971535,77.5941929,4,4,78.67095710653732,14,1,0,High
12.96652735,77.60810502,8,4,78.6838534663475,14,1,0,High
12.926187,77.6772301,4,4,78.74540231891203,14,1,0,High
13.0077773,77.5838076,8,4,78.6666986214638,14,1,0,High
12.9750878,77.5481342,5,4,78.62611538998298,14,1,0,High
13.029877,77.5377738,5,4,78.62495825432974,14,1,0,High
12.9340271,77.6892659,6,4,78.75856203045124,14,1,0,High
12.8353407,77.6791817,6,4,78.73246624148574,14,1,0,Low
12.9163498,77.6122067,6,4,78.67964616722348,14,1,0,Low
12.9948294,77.6040054,5,4,78.68447906200011,14,1,0,Low
12.9634765,77.6415675,9,4,78.71635615819058,16,1,0,High
13.0775201,77.5924027,6,4,78.68673642187018,2,1,0,High
13.0445011,77.5830561,5,4,78.67203825225103,3,1,0,High
12.9754467,77.548252,4,4,78.6262908022504,14,1,0,High
12.960507,77.5575071,4,4,78.6329552367428,14,1,0,High
12.9963786,77.584919,5,4,78.6659107425262,14,1,0,High
12.9976941,77.584432,7,4,78.66564778020836,14,1,0,High
12.9616717,77.6308433,9,4,78.70548116063922,16,1,0,Low
13.075025,77.4360233,13,4,78.5321207103741,14,1,0,Low
12.9536214,77.5428369,7,4,78.61735089580759,7,1,0,High
12.92001766,77.66562279,20,4,78.73293986441304,4,1,0,High
12.967049,77.6102824,8,4,78.68608704196792,6,1,0,Low
13.07838,77.427995,13,4,0.00016051133916934518,4,1,1,Low
13.067431,77.4509417,14,4,78.54556717699963,6,1,0,Low
13.0565314,77.5934723,7,4,78.68430565093685,14,1,0,High
13.0252215,77.5854385,9,4,4.8961209129244034e-05,2,1,1,High
13.0624083,77.459675,14,4,78.55334341516938,14,1,0,Low
13.0525889,77.4882603,11,4,78.57989921928483,6,1,0,Low
12.9827733,77.5622665,10,4,78.64132238954414,6,1,0,Low
13.0517275,77.4890823,11,4,78.58056672250736,6,1,0,Low
12.8764512,77.6715527,8,4,78.73165242985098,14,1,0,Low
12.8912876,77.6260666,8,4,78.68920835650559,14,1,0,Low
13.0519799,77.489572,11,4,78.58109154276993,6,1,0,Low
12.9520875,77.5407653,18,4,78.61505488083908,14,1,0,High
13.0300435,77.5375531,11,4,78.62476819900463,14,1,0,High
12.9595784,77.6492766,19,4,78.72331820248085,2,1,0,High
13.0426261,77.5148623,18,4,78.6044780720053,6,1,0,High
12.9557117,77.6916217,19,4,78.76444977291105,14,1,0,High
12.9379783,77.5214433,20,4,78.59367311562926,6,1,0,High
13.010814,77.5836806,18,4,78.66707555505933,14,1,0,High
13.04648015,77.50384754,18,4,78.59425569218088,14,1,0,Low
13.0765895,77.5923254,18,4,78.68650553894864,14,1,0,High
12.8856454,77.541635,21,4,78.60499358086462,7,1,0,Low
12.9357223,77.5134413,21,4,78.5854089102504,6,1,0,High
12.92071012,77.66535994,21,4,78.73279421317922,14,1,0,High
13.055969,77.4760833,19,4,78.56845302051899,14,1,0,Low
12.9694578,77.7006343,21,4,78.77560159242402,4,0,0,High
13.0200506,77.7094059,21,4,78.79259789445652,14,1,0,Low
12.9556427,77.545929,22,4,78.62073379359356,14,1,0,High
12.9137365,77.6774246,22,4,78.74355137330369,6,1,0,Low
13.0009179,77.612603,20,2,78.69396425824631,7,1,0,Low
12.9137307,77.6775918,22,4,78.74371535836717,6,1,0,Low
12.9964726,77.5845948,22,4,0.00010781252246376319,14,1,1,High
13.026353,77.544093,20,4,78.6306062018681,14,1,0,High
12.9616777,77.6305228,19,4,78.70516602485505,16,1,0,Low
12.9061591,77.5856052,0,5,78.65173282874815,14,1,0,High
12.9964326,77.5846186,22,4,78.66562339188452,14,1,0,High
13.0471823,77.5687914,1,5,78.65841573046171,14,1,0,High
12.9964147,77.5846199,22,4,78.66562171674393,14,1,0,High
12.9763384,77.575645,2,5,78.65345545770599,6,1,0,Low
12.981767,77.5601309,21,4,78.63904996671452,14,1,0,Low
12.9725476,77.5079739,23,4,78.58608661409058,14,1,0,Low
12.9735765,77.5693008,19,4,78.64674255048477,2,1,0,Low
13.022045,77.6497867,19,4,78.73412875327651,14,1,0,High
12.9354371,77.536311,4,5,78.60791980746454,14,1,0,High
13.0022947,77.6158366,3,5,78.69738088769884,7,1,0,Low
13.0415656,77.6118591,2,6,3.355964838973735e-05,6,1,1,High
13.0690187,77.5928063,2,5,78.68572195316169,14,1,0,High
12.9397541,77.7473664,2,5,78.8168143120763,3,1,0,Low
12.9859956,77.5893687,20,4,78.66858468911055,14,1,0,High
12.8878816,77.6407286,6,5,78.70311448522527,14,1,0,High
12.9692805,77.7006521,20,4,78.77558995940883,4,1,0,High
13.0451892,77.5070112,5,5,78.59716118550797,14,1,0,High
12.9360198,77.7068567,19,4,78.77624125623365,14,1,0,Low
13.0424656,77.5148652,6,5,78.60445430063969,14,1,0,High
12.9711964,77.6995594,19,4,78.77482762279776,14,1,0,High
12.9883029,77.509169,3,5,78.58986761213374,14,1,0,High
12.9898004,77.5721914,6,5,78.65227137870892,14,1,0,Low
12.92227542,77.61942577,6,5,78.68774020706705,14,1,0,High
12.913843,77.6774956,6,5,78.7436388777955,6,1,0,Low
12.9772269,77.751196,6,5,78.8267524222868,16,1,0,Low
13.1092587,77.6039334,6,5,78.70338711145259,14,1,0,High
13.0386532,77.5740578,22,4,78.66219499116212,13,1,0,Low
12.9154072,77.5653126,21,4,78.63323382563844,14,1,0,High
12.9891588,77.5002047,5,5,78.58116806763259,14,1,0,High
13.0454067,77.5804235,5,5,78.66959226033751,3,1,0,High
13.0107881,77.6620919,5,5,78.7444037711071,14,1,0,High
13.0380265,77.5218887,6,5,78.61064407972937,14,1,0,High
12.961075,77.6373946,8,5,78.71184475942445,14,1,0,High
12.9712598,77.597572,22,4,0.00018774461376772701,4,0,1,Low
13.0219533,77.6496153,19,4,78.7339445473512,14,1,0,High
13.0967428,77.5980771,7,5,78.69552872677644,2,1,0,High
13.03895,77.5895433,9,5,78.67751550859415,14,1,0,High
12.9632521,77.5824056,7,5,78.65796567221318,14,1,0,High
12.97457646,77.62552477,22,4,78.70236165538026,13,1,0,High
13.0081323,77.6928683,21,4,78.77431872517495,8,1,0,Low
13.0467793,77.5657141,20,4,78.65531421300055,14,1,0,High
13.1083256,77.602945,17,5,78.70225710047102,14,1,0,High
13.0686851,77.4480875,23,4,78.542961413806,14,1,0,Low
12.9834372,77.5910288,19,4,78.66979974404902,14,1,0,High
12.9955054,77.6656028,17,5,78.74534283936288,14,1,0,High
13.0416934,77.6141348,23,4,2.30217288391824e-06,6,1,1,High
12.9831222,77.560473,19,5,78.63961110053802,6,1,0,Low
12.9241031,77.6488026,18,5,78.71701840233277,14,1,0,High
12.9480061,77.5350513,17,5,78.60874660023062,14,1,0,High
13.1219878,77.6106476,17,5,78.71212857441179,14,1,0,High
12.9329717,77.5086981,20,5,78.5802776665363,6,1,0,High
12.9649995,77.5347577,21,5,78.6112578682768,14,1,0,High
12.9979557,77.553242,0,5,78.63492987909207,14,1,0,High
13.049104,77.5932567,21,5,78.68286090702924,4,0,0,High
12.9062767,77.5854083,21,3,78.65155789515343,16,1,0,High
12.9930661,77.6072646,21,5,78.6874023295558,14,1,0,Low
13.0483496,77.6454296,0,5,5.501863320824865e-05,9,1,1,Low
12.9474857,77.5334546,22,5,78.60708599205269,14,1,0,High
12.9946463,77.757638,22,5,78.83597592343959,14,1,0,Low
12.9389754,77.5982845,20,5,78.66963100043591,14,1,0,Low
12.8404633,77.6521017,23,5,78.70658419843788,14,1,0,Low
12.990066,77.5051704,23,5,78.58621541604731,14,1,0,High
13.0332299,77.5882243,23,5,78.67526696270794,14,1,0,High
12.9559289,77.5459051,0,6,78.62075738276795,14,1,0,High
12.9900093,77.5051989,23,5,78.58623415167982,14,1,0,High
13.0198953,77.7095235,0,6,78.79268821546842,14,1,0,Low
13.0085344,77.5715468,0,5,78.65473183592054,13,1,0,Low
12.9991066,77.6747282,0,6,78.75493745373707,2,1,0,High
12.9978016,77.6098254,1,6,78.6907100301646,14,1,0,Low
12.8854753,77.5965566,1,5,78.65914485858535,6,1,0,High
12.979657,77.5710764,22,4,78.6494970720874,14,1,0,Low
12.8854927,77.5965724,1,5,78.6591632955131,6,1,0,High
13.0161568,77.7092743,2,6,78.79182476675373,11,1,0,Low
13.030071,77.536943,2,6,78.62417109292974,14,1,0,High
13.0140206,77.5675162,2,6,78.65166432831849,14,1,0,High
13.1025028,77.5994852,2,6,78.6978759746985,6,1,0,High
13.0455545,77.505774,1,6,78.59600177840821,14,1,0,High
12.99601,77.75823,1,5,78.83678461640226,14,1,0,Low
13.0428518,77.5510758,1,6,78.64022724289465,14,1,0,High
13.035473,77.5890568,1,6,78.67645957621221,14,1,0,High
12.9519615,77.4996318,3,6,78.57446300060252,14,1,0,Low
12.8829772,77.752955,3,6,78.81302628860121,14,1,0,Low
13.0982087,77.5712693,2,5,78.66933895719397,2,1,0,Low
13.0738494,77.4396108,2,6,78.53546242933416,14,1,0,Low
13.0375682,77.6270117,2,6,78.71423714958806,14,1,0,High
12.9605694,77.5042779,5,6,78.58046482410654,14,1,0,Low
12.9423299,77.5312866,4,6,78.60409852604235,14,1,0,High
12.974095,77.601415,4,6,78.67850247094978,14,1,0,High
12.9485683,77.5934648,2,5,78.6664553713246,14,1,0,Low
12.9539748,77.5433401,0,5,78.61790544769876,14,1,0,High
13.0418551,77.6138337,0,5,0.0002509983665267944,4,0,1,High
13.0290051,77.5402099,3,5,78.62721618645723,14,1,0,High
12.9287199,77.5454335,5,6,78.61581300829737,14,1,0,High
12.9668133,77.50355,5,6,78.58077697350389,7,1,0,Low
13.0102,77.5903783,5,6,78.67357948369396,14,1,0,Low
12.9592991,77.6545459,6,6,78.72846964153736,14,1,0,High
13.039407,77.6414637,4,5,78.72879409968165,14,1,0,High
12.9063976,77.629448,5,5,78.69502078145725,14,1,0,High
12.9675759,77.6063726,5,5,78.68231753610395,14,1,0,High
12.9392078,77.5800529,6,5,3.56117957934103e-05,13,1,1,Low
12.9437435,77.5799452,6,5,78.65232604970303,16,1,0,Low
12.9168228,77.5858813,6,5,9.690180597080556e-05,13,1,1,Low
13.0086669,77.5487517,6,5,78.63227266678363,7,1,0,High
12.948058,77.5739248,6,5,78.6470979429465,16,1,0,Low
13.0469097,77.6445369,6,5,78.73306778689255,4,0,0,Low
12.9640354,77.5822556,6,5,0.0,16,1,1,High
12.9814912,77.5865964,6,5,78.66510697070316,16,1,0,Low
12.9856687,77.5977511,7,6,78.67679815144812,7,1,0,High
